name,SMILES,Lmax
 128 ,CC1=CC(N=NC2=C(C=CC=C3)C3=CC=C2O)=C(OC)C=C1,502
 129 ,CC1=NN=C(N=NC2=CC=C(N(CC)CC)C=C2O)S1,503
 130 ,CC1=CSC(N=NC2=CC=C(N(CC)CC)C=C2O)=N1,504
 131 ,OC1=CC(N(CC)CC)=CC=C1N=NC2=NC3=CC=C(OC)C=C3S2,518
 132 ,[H]C1=C([H])N=C(/N=N/C2=NC([H])=C([H])S2)S1,398
 133 ,O=C(C1=C(CNCCC)SC(/N=N/C2=NC(C(OCC)=O)=CS2)=N1)OCC,527
 134 ,O=C(C1=C(NCCCN(C)C)SC(/N=N/C2=NC(C(OCC)=O)=CS2)=N1)OCC,536
 135 ,O=C(C1=C(NCCCNC(OC(C)(C)C)=O)SC(/N=N/C2=NC(C(OCC)=O)=CS2)=N1)OCC,528
 136 ,O=C(C1=C(NC2=CC=C(C)C=C2)SC(/N=N/C3=NC(C(OCC)=O)=CS3)=N1)OCC,561
 137 ,O=C(C1=C(CNCCC)SC(/N=N/C2=NC(C(OCC)=O)=C(NCCCC)S2)=N1)OCC,580
 138 ,O=C(C1=C(NCCCN(C)C)SC(/N=N/C2=NC(C(OCC)=O)=C(NCCCN(C)C)S2)=N1)OCC,583
 139 ,O=C(C1=C(NCCCNC(OC(C)(C)C)=O)SC(/N=N/C2=NC(C(OCC)=O)=C(NCCCNC(OC(C)(C)C)=O)S2)=N1)OCC,579
 140 ,OC1=CC=C(/N=N/C2=CN=CC=C2)C3=CC=CN=C31,393
 141 ,OC1=CC=C(/N=N/C2=CC=CC3=C2N=CC=C3)C4=CC=CN=C41,410
 142 ,OC1=CC=C(/N=N/C2=NC(C(C=CC=C3)=C3C=C4)=C4S2)C5=CC=CN=C15,564
 143 ,OC1=CC=C(/N=N/C2=NC(C(Cl)=CC(Cl)=C3)=C3S2)C4=CC=CN=C14,546
 144 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=C(O)C=CC5=C4C=CC=C5)C3=CC=C2,515
 145 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=C(O)C(O)=CC5=C4C=CC=C5)C3=CC=C2,510
 146 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=CC=C(N(C)C)C=C4)C3=CC=C2,510
 147 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=CC=C(N(CC)CC)C=C4)C3=CC=C2,525
 148 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=C(N)C=CC5=CC=CC=C45)C3=CC=C2,546
 149 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=CC=C(NC(C)=O)C=C4)C3=CC=C2,430
 150 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=C(N)C=CC([N+]([O-])=O)=C4)C3=CC=C2,420
 151 ,O=C1C2=C3C(C(N1CCCCCCCCCC)=O)=CC=C(/N=N/C4=CC=C(N)C5=C4C=CC=C5N)C3=CC=C2,610
 152 ,CC(C(/N=N/C1=CC=C(C(O)=O)C=C1)=C(NCCCOC)N2CC)=C(C#N)C2=O,436
 153 ,CC(C(/N=N/C1=CC=C(C(O)=O)C=C1)=C(NCCCOC)N2CCCOC(C)C)=C(C#N)C2=O,436
 154 ,CC1=C(C#N)C(NCCCOC)=NC(NCCCOC)=C1/N=N/C2=CC=C(C(O)=O)C=C2,446
 155 ,CC(C(/N=N/C1=CC=C(C(OC)=O)C=C1)=C(NCCCOC)N2CC)=C(C#N)C2=O,439
 156 ,CC(C(/N=N/C1=CC=C(C(OC)=O)C=C1)=C(NCCCOC)N2CCCOC(C)C)=C(C#N)C2=O,440
 157 ,CC1=C(C#N)C(NCCCOC)=NC(NCCCOC)=C1/N=N/C2=CC=C(C(OC)=O)C=C2,451
 158 ,CC(C(/N=N/C1=C(C(O)=O)C=CC=C1)=C(NCCCOC)N2CC)=C(C#N)C2=O,419
 159 ,CC1=C(C#N)C(NCCCOC)=NC(NCCCOC)=C1/N=N/C2=C(C(O)=O)C=CC=C2,431
 160 ,CC(C(/N=N/C1=C(C(OC)=O)C=CC=C1)=C(NCCCOC)N2CC)=C(C#N)C2=O,425
 161 ,CC(C(/N=N/C1=C(C(OC)=O)C=CC=C1)=C(NCCCOC)N2CCCOC(C)C)=C(C#N)C2=O,425
 162 ,CC1=C(C#N)C(NCCCOC)=NC(NCCCOC)=C1/N=N/C2=C(C(OC)=O)C=CC=C2,437
 163 ,OC1=CC=C(C2=CC=CN=C12)/N=N/C(C=C3)=CC=C3OC,386
 164 ,ClC1=CC=C(/N=N/C(C2=CC=CN=C32)=CC=C3O)C=C1,387
 165 ,ClC1=CC(Cl)=C(/N=N/C(C2=CC=CN=C32)=CC=C3O)C=C1,399
 166 ,OC1=CC=C(C2=CC=CN=C12)/N=N/C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3,417
 167 ,ClC(C=C1)=CC=C1/N=N/C2=CC=C(OC)C3=NC=CC=C32,359
 168 ,COC1=CC=C(/N=N/C2=CC=C(OC)C=C2)C3=CC=CN=C31,367
 169 ,[H]C1=C(/N=N/C2=C(NCCCOC)N(CC)C(C(C#N)=C2C)=O)C=CC([N+]([O-])=O)=C1[H],460
 170 ,[H]C1=C(/N=N/C2=C(NCCCOC)N(CCCOC(C)C)C(C(C#N)=C2C)=O)C=CC([N+]([O-])=O)=C1[H],462
 171 ,[H]C1=C([H])C=CC(/N=N/C2=C(NCCCOC)N(CC)C(C(C#N)=C2C)=O)=C1[N+]([O-])=O,445
 172 ,[H]C1=C([H])C=CC(/N=N/C2=C(NCCCOC)N(CCCOC(C)C)C(C(C#N)=C2C)=O)=C1[N+]([O-])=O,446
 173 ,CC1=C(/N=N/C2=C(NCCCOC)N(CC)C(C(C#N)=C2C)=O)C=CC([H])=C1C,399
 174 ,CC1=C(/N=N/C2=C(NCCCOC)N(CCCOC(C)C)C(C(C#N)=C2C)=O)C=CC([H])=C1C,400
 175 ,[H]C1=C(/N=N/C2=C(NCCCOC)N(CC)C(C(C#N)=C2C)=O)C=CC(Br)=C1[H],429
 176 ,[H]C1=C(/N=N/C2=C(NCCCOC)N(CCCOC(C)C)C(C(C#N)=C2C)=O)C=CC(Br)=C1[H],431
 177 ,O=C(C(C#N)=C1C)N(CC)C(NCCCOC)=C1/N=N/C2=CC=CC=C2,416
 178 ,O=C(C(C#N)=C1C)N(CCCOC(C)C)C(NCCCOC)=C1/N=N/C2=CC=CC=C2,418
 179 ,[H]C1=C([H])C([H])=C(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)C=C1,440
 180 ,CC1=C([H])C([H])=C(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)C=C1,450
 181 ,[H]C1=C(S(=O)(O)=O)C([H])=C(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)C=C1,450
 182 ,[H]C1=C(S(=O)(O)=O)C=CC(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)=C1[H],430
 183 ,[H]C1=C(Cl)C([H])=C(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)C=C1,430
 184 ,ClC1=C(S(=O)(O)=O)C=CC(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C)=N2)=C1Cl,440
 185 ,[H]C1=C(S(=O)(O)=O)C=CC(N2C(O)=C(/N=N/C3=C(O)N(C4=CC=C(S(=O)(O)=O)C=C4)N=C3C)C(C(O)=O)=N2)=C1[H],460
 186 ,C#CC#CC#COC(C=C1)=CC=C1/N=N/C2=CC=CC=C2,346
 187 ,CCN(C(C=C1)=CC=C1/N=N/C2=CC=C(C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)C=C2)CC,444
 188 ,FC(C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1)(C(F)(C(F)(C(F)(C(F)(C(F)(F)F)F)F)F)F)F,444
 189 ,CN(C(N(C)C(N)=C1/N=N/C2=CC=CC=C2)=O)C1=O,361
 190 ,CN(C(N(C)C(N)=C1/N=N/C2=CC=C(C)C=C2)=O)C1=O,364
 191 ,CN(C(N(C)C(N)=C1/N=N/C2=CC=C(Cl)C=C2)=O)C1=O,370
 192 ,CN(C(N(C)C(N)=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2)=O)C1=O,397
 193 ,O=C(C(C(C)=O)/N=N/C1=CC=C(S(=O)(N)=O)C=C1)C2=CC=CC=C2,360
 194 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C)=C3C#N)=C(O)N([H])C3=O)C=C2)N1,439
 195 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C)=C3C#N)=C(O)N(CCO)C3=O)C=C2)N1,440
 196 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C)=C3C#N)=C(O)N(CCC)C3=O)C=C2)N1,442
 197 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C)=C3C#N)=C(O)N(C4=CC=CC=C4)C3=O)C=C2)N1,443
 198 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C3=CC=CC=C3)=C4C#N)=C(O)N([H])C4=O)C=C2)N1,443
 199 ,O=C1NC(C)=C(C(OCC)=O)C(C2=CC=C(/N=N/C(C(C)=C3C(N)=O)=C(O)N([H])C3=O)C=C2)N1,429
 200 ,OCCNC(C=C1)=CC=C1/N=N/C2=CC=C(C#N)C=C2,364
 201 ,OCCNC(C=C1)=CC=C1/N=N/C2=CC=C(OCC)C=C2,398
 202 ,OCCN(CCO)C(C=C1)=CC=C1/N=N/C2=CC=C(C(C)=O)C=C2,445
 203 ,OC1=C(C2=CC=CC=C2C=C1)/N=N/C3=NC=C(S3)CC4=CC=CC([N+]([O-])=O)=C4,491
 204 ,OC1=CC=C(/N=N/C2=C(O)NC(C(C(N)=O)=C2C)=O)C=C1,451
 205 ,OC(NC(C(C(N)=O)=C1C)=O)=C1/N=N/C2=CC=C(OC)C=C2,444
 206 ,CC1=CC=C(/N=N/C2=C(O)NC(C(C(N)=O)=C2C)=O)C=C1,429
 207 ,[H]C1=CC=C(/N=N/C2=C(O)NC(C(C(N)=O)=C2C)=O)C=C1,420
 208 ,ClC1=CC=C(/N=N/C2=C(O)NC(C(C(N)=O)=C2C)=O)C=C1,422
 209 ,BrC1=CC=C(/N=N/C2=C(O)NC(C(C(N)=O)=C2C)=O)C=C1,420
 210 ,OC(NC(C(C(N)=O)=C1C)=O)=C1/N=N/C2=CC=C(C(O)=O)C=C2,422
 211 ,OC(NC(C(C(N)=O)=C1C)=O)=C1/N=N/C2=CC=C(C#N)C=C2,413
 212 ,OC(NC(C(C(N)=O)=C1C)=O)=C1/N=N/C2=CC=C([N+]([O-])=O)C=C2,423
0,O=S(C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1)(F)=O,486
1,O=S(C1=CC=C(/N=N/C2=CC=C(N(CCO)CC)C=C2)C=C1)(F)=O,477
2,O=S(C1=CC=C(/N=N/C2=CC=C(N(CCO)CCO)C=C2)C=C1)(F)=O,468
3,O=S(C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C([N+]([O-])=O)=C1)(F)=O,490
4,O=S(C1=CC=C(/N=N/C2=CC=C(N(CCO)CC)C=C2)C([N+]([O-])=O)=C1)(F)=O,486
5,O=S(C1=CC=C(/N=N/C2=CC=C(N(CCO)CCO)C=C2)C([N+]([O-])=O)=C1)(F)=O,506
6,O=[N+](C1=CC=C(/N=N/C2=CC=C(N(CC)CC)C=C2)C=C1)[O-],486
7,O=[N+](C1=CC=C(/N=N/C2=CC=C(N(CCO)CCO)C=C2)C=C1)[O-],486
8,O=[N+](C1=CC=C(/N=N/C2=CC=C(N(CCO)CC)C=C2)C([N+]([O-])=O)=C1)[O-],508
9,O=[N+](C1=CC=C(/N=N/C2=CC=C(N(CCO)CCO)C=C2)C([N+]([O-])=O)=C1)[O-],512
10,ClC1=CC=C2C(N=CC=C2NC3=CC=C(/N=N/C4=CC(/C=C5SC(N([H])C/5=O)=S)=C(O)C=C4)C=C3)=C1,410
11,ClC1=CC=C2C(N=CC=C2NC3=CC=C(/N=N/C4=CC(/C=C5SC(N(CC=C)C/5=O)=S)=C(O)C=C4)C=C3)=C1,425
12,ClC1=CC=C2C(N=CC=C2NC3=CC=C(CC4=CC=C(/N=N/C5=CC(/C=C6SC(N([H])C/6=O)=S)=C(O)C=C5)C=C4)C=C3)=C1,415
13,ClC1=CC=C2C(N=CC=C2NC3=CC=C(CC4=CC=C(/N=N/C5=CC(/C=C6SC(N(CC=C)C/6=O)=S)=C(O)C=C5)C=C4)C=C3)=C1,412
14,ClC1=CC=C2C(N=CC=C2NC3=CC=C(CC4=CC=C(/N=N/C5=CC=C(O)C6=C5C=CC=C6)C=C4)C=C3)=C1,435
15,ClC1=CC=C2C(SC(/N=N/C3=CC(C)=CC=C3O)=N2)=C1,450
16,ClC1=CC=C2C(SC(/N=N/C3=C(C=CC=C4)C4=CC=C3O)=N2)=C1,490

